Id,SalePrice
1461,114111.25593271764
1462,187494.25170507014
1463,164735.38453939202
1464,186124.35001824424
1465,217027.68597838748
1466,163056.8859708833
1467,156755.8974511901
1468,154829.89468700427
1469,203394.78260445403
1470,97008.54596970568
1471,194207.8380973537
1472,82080.41034417148
1473,81552.77847621083
1474,162545.32322653529
1475,128684.20704802341
1476,345897.3345666724
1477,258997.44598433725
1478,298874.59028646693
1479,302397.04881801596
1480,436000.3346520099
1481,332151.65763370966
1482,248083.6620158211
1483,187840.6591360994
1484,188763.60448487324
1485,168779.6632314672
1486,207690.09962394607
1487,340571.99245182896
1488,247485.94201141852
1489,202636.02860537858
1490,224282.02837841638
1491,199286.99655854696
1492,116275.32526864717
1493,172640.19538360776
1494,280526.03025999916
1495,288659.855237503
1496,246046.88492894248
1497,216778.25763280073
1498,180299.93042032904
1499,170327.4039755289
1500,166954.1757421015
1501,183064.15428084327
1502,169107.88530803687
1503,260043.54097659874
1504,241683.482505036
1505,230602.04478022124
1506,214259.69978321815
1507,252913.45546464622
1508,198407.1390104401
1509,163372.91333725757
1510,134987.3760783107
1511,127931.72566031688
1512,174888.9753814459
1513,145143.44173400587
1514,162396.72577198845
1515,229240.23119548196
1516,141747.54435365647
1517,183933.18114698253
1518,161145.93284797552
1519,198495.20380068
1520,121787.82312042825
1521,128738.08196057571
1522,173572.4742474907
1523,106354.26097325457
1524,107185.43321984989
1525,101006.7313059342
1526,111759.32505885756
1527,109768.91189223423
1528,130232.19139222469
1529,137659.45504922362
1530,180500.5726511692
1531,127371.24018928112
1532,91325.7457456782
1533,160576.69973653683
1534,109066.65239415859
1535,161521.9892268029
1536,106173.16094643524
1537,54717.27973924784
1538,183964.01756390987
1539,223169.87750666396
1540,131593.0330793424
1541,146066.97452758957
1542,141862.3997613563
1543,215455.88141165522
1544,87089.56248636724
1545,101750.86396089004
1546,124566.38913608063
1547,131822.3373899347
1548,129240.30405777297
1549,106788.43531276856
1550,127448.79947261635
1551,115298.35292554984
1552,137716.13000130578
1553,158447.46701414825
1554,126964.1152341094
1555,189771.61442942783
1556,108082.57720253192
1557,103194.95709828188
1558,92450.25306675461
1559,108435.82934549672
1560,160732.29822792497
1561,140018.5235532999
1562,127240.45305055758
1563,96276.69696960831
1564,174098.4284688158
1565,124584.492712293
1566,255627.50715822622
1567,66681.49868725735
1568,230508.09050229273
1569,102319.9207072152
1570,131272.4757691513
1571,120829.70717889821
1572,141958.07608445385
1573,236075.50022520206
1574,135423.21723295766
1575,242109.76851480576
1576,231612.90482696856
1577,191081.73909011146
1578,144652.31361750077
1579,136290.4429485909
1580,185888.8660894506
1581,160206.0404659955
1582,129112.54482245253
1583,286238.4798444993
1584,240222.51856193074
1585,160409.072964661
1586,17562.330208751024
1587,87103.57602629517
1588,148209.09058531863
1589,83696.36188161271
1590,135745.07577728608
1591,80951.46071841274
1592,129177.73235696054
1593,115593.48654855741
1594,130829.61469631438
1595,119026.56898873701
1596,243104.10359759926
1597,194808.95071775245
1598,186642.4406924931
1599,207819.52446710953
1600,195491.1780035405
1601,19107.933960931812
1602,112541.5446706069
1603,71025.30719852244
1604,278455.7178252367
1605,225865.20077300305
1606,167384.10536101
1607,221206.21180342266
1608,220124.4442558898
1609,192842.97779222496
1610,134059.07166657381
1611,139493.8971171616
1612,184233.65894454636
1613,156582.1059365229
1614,114679.15506993647
1615,76253.22147906086
1616,61699.84773341956
1617,74191.25094028396
1618,115423.58926772414
1619,129345.38327511592
1620,169469.16969404707
1621,120906.63822980376
1622,126575.55079077248
1623,250303.52833654685
1624,217341.03324220015
1625,108162.02245559671
1626,162125.4811083739
1627,172485.1510870533
1628,275720.84849210025
1629,154080.67381516477
1630,358836.5657819542
1631,227847.3549378403
1632,262608.12996602955
1633,153148.01974243415
1634,178236.49455257517
1635,162749.415440412
1636,155931.5802269103
1637,187147.4545401992
1638,222057.2600559538
1639,188670.47793639777
1640,271584.4028530473
1641,179870.20575570728
1642,257963.27171466092
1643,244505.3065644171
1644,234399.950947405
1645,203825.690239258
1646,148820.5285108884
1647,159800.56561669114
1648,130861.4147823875
1649,130608.01246688684
1650,98058.17500463739
1651,106932.96224028402
1652,82080.41034417148
1653,84449.74748028468
1654,154114.27762129862
1655,136119.59473727952
1656,146706.22443688218
1657,149430.31130810909
1658,161967.17683061166
1659,118474.9195751301
1660,147281.17044961482
1661,368471.158231716
1662,348578.386548617
1663,355813.1429576535
1664,434601.17962851515
1665,315338.82941669493
1666,319971.0211153022
1667,348723.2485193917
1668,330644.1091385737
1669,295782.562019192
1670,329319.1663189073
1671,271945.3781528768
1672,379641.08678301296
1673,284890.17036056455
1674,271869.2100679259
1675,229851.36767383997
1676,231371.0438670183
1677,228647.38299085328
1678,431230.31326655217
1679,361758.4290727031
1680,332044.52767451864
1681,281004.3500180645
1682,294202.2926569627
1683,227054.13822415785
1684,179006.091320608
1685,188938.89227404515
1686,203980.25936015707
1687,177851.48852097738
1688,202365.96763171587
1689,209322.55237141636
1690,187970.58553669526
1691,174737.14625823713
1692,241533.2554229055
1693,170093.86265025928
1694,157517.56228063127
1695,140688.30653948413
1696,263948.17618384643
1697,148012.91860613588
1698,328002.27918060374
1699,308687.09885497764
1700,254986.8646251234
1701,281924.7608203769
1702,274996.83314651676
1703,257025.08538004156
1704,274099.28844487155
1705,246808.5411917775
1706,396049.9835111974
1707,225847.01804697525
1708,213486.45188138122
1709,273960.8077857617
1710,235918.8369919749
1711,242013.01506675413
1712,270242.30567072664
1713,257571.4772009247
1714,229638.4678204148
1715,213311.33096282935
1716,197326.6445718205
